borrower_id,segment,gst_filing_notes,collection_call_notes,label_bankrupt
MSME06719,MSME,GST return for Feb filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06720,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jan. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || Steady monthly turnover reported in GST filings; no anomalies for Sep. || GST return for Jul filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06721,MSME,GST return for Oct filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06722,MSME,Steady monthly turnover reported in GST filings; no anomalies for Sep. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Regular GST compliance maintained. No late filing flags in Aug.,Courtesy call completed. No stress indicators noted.,0
MSME06723,MSME,GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jul. || Regular GST compliance maintained. No late filing flags in Jun.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06724,MSME,GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME06725,MSME,Regular GST compliance maintained. No late filing flags in Oct. || GST return for Dec filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted.,0
MSME06726,MSME,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || GST return for Apr filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted.,0
MSME06727,MSME,"Nil/near-nil turnover reported in Feb GST return, inconsistent with loan ticket size. || GST return for Mar filed after due date; ITC mismatch flagged. || Nil/near-nil turnover reported in Nov GST return, inconsistent with loan ticket size.","Field visit report notes shutdown/reduced operations at business premises. || Borrower reachable, no dispute raised, account in good standing. || Borrower requested restructuring due to declining order book.",0
MSME06728,MSME,GST return for Apr filed after due date; ITC mismatch flagged. || Steady monthly turnover reported in GST filings; no anomalies for Sep. || Turnover declared in Jul filing dropped sharply versus prior period.,Complaint logged: borrower disputes penalty charges amid repayment difficulty. || Call escalated - borrower reported delay in receivables from customers.,1
MSME06729,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06730,MSME,Steady monthly turnover reported in GST filings; no anomalies for Apr. || Regular GST compliance maintained. No late filing flags in Sep. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GST return for May filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME06731,MSME,GST return for Aug filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06732,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || Regular GST compliance maintained. No late filing flags in May. || GST return for Aug filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.",0
MSME06733,MSME,Regular GST compliance maintained. No late filing flags in Jun. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06734,MSME,GST return for Oct filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for May. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || GST return for Feb filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME06735,MSME,Regular GST compliance maintained. No late filing flags in May. || Regular GST compliance maintained. No late filing flags in Aug. || GST return for Jun filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.",0
MSME06736,MSME,GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Mar. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Mar.,Courtesy call completed. No stress indicators noted.,0
MSME06737,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GST return for Dec filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06738,MSME,GST return for Oct filed within due date. ITC claims reconciled. || GST return for Feb filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Nov. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06739,MSME,Steady monthly turnover reported in GST filings; no anomalies for Feb. || GST return for Aug filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME06740,MSME,GST return for Mar filed within due date. ITC claims reconciled. || GST return for Oct filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Jan.,Courtesy call completed. No stress indicators noted.,0
MSME06741,MSME,Regular GST compliance maintained. No late filing flags in Nov. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,Courtesy call completed. No stress indicators noted.,0
MSME06742,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME06743,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || Regular GST compliance maintained. No late filing flags in Aug. || Steady monthly turnover reported in GST filings; no anomalies for Jan.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME06744,MSME,Regular GST compliance maintained. No late filing flags in Sep. || Regular GST compliance maintained. No late filing flags in Feb. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
